"";"X";"category";"commenting_person_id";"positive_reaction";"comment_id";"time";"date";"article_id";"reacting_person_id"
"95263";95263;"zahranicni";9191;1;69863941;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";13259
"95264";95264;"zahranicni";9191;1;69863941;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";46494
"95265";95265;"zahranicni";9191;0;69863941;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";46640
"95266";95266;"zahranicni";9191;1;69863941;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";46285
"95267";95267;"zahranicni";9191;1;69863941;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";72196
"95268";95268;"zahranicni";45273;1;69863943;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95269";95269;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";54465
"95270";95270;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";32711
"95271";95271;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";96486
"95272";95272;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";66196
"95273";95273;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";43455
"95274";95274;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";51402
"95275";95275;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";13259
"95276";95276;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";76226
"95277";95277;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";93230
"95278";95278;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";29538
"95279";95279;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";64729
"95280";95280;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";83109
"95281";95281;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";53561
"95282";95282;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";89294
"95283";95283;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";73269
"95284";95284;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";55947
"95285";95285;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";81685
"95286";95286;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";88199
"95287";95287;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";85747
"95288";95288;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";93532
"95289";95289;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";23388
"95290";95290;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";69748
"95291";95291;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";32349
"95292";95292;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";44135
"95293";95293;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";66477
"95294";95294;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";38147
"95295";95295;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";93308
"95296";95296;"zahranicni";99421;0;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";61154
"95297";95297;"zahranicni";99421;0;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95298";95298;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";5406
"95299";95299;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";60246
"95300";95300;"zahranicni";99421;0;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";5212
"95301";95301;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";23993
"95302";95302;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";58722
"95303";95303;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";65667
"95304";95304;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95305";95305;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";85201
"95306";95306;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";33064
"95307";95307;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";27361
"95308";95308;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";56559
"95309";95309;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";78781
"95310";95310;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";63676
"95311";95311;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";75650
"95312";95312;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95313";95313;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";37307
"95314";95314;"zahranicni";99421;0;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";7707
"95315";95315;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";71316
"95316";95316;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";51332
"95317";95317;"zahranicni";99421;1;69863944;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";18397
"95318";95318;"zahranicni";51402;0;69863948;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";62600
"95319";95319;"zahranicni";51402;0;69863948;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";54465
"95320";95320;"zahranicni";51402;0;69863948;"20:39";"5.1.2015";"A150105_143458_zahranicni_ert";73269
"95329";95329;"zahranicni";41174;1;69863963;"20:40";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95330";95330;"zahranicni";41174;1;69863963;"20:40";"5.1.2015";"A150105_143458_zahranicni_ert";54465
"95331";95331;"zahranicni";41174;0;69863963;"20:40";"5.1.2015";"A150105_143458_zahranicni_ert";19708
"95332";95332;"zahranicni";41174;1;69863963;"20:40";"5.1.2015";"A150105_143458_zahranicni_ert";64729
"95333";95333;"zahranicni";41174;1;69863963;"20:40";"5.1.2015";"A150105_143458_zahranicni_ert";76226
"95334";95334;"zahranicni";41174;1;69863963;"20:40";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95335";95335;"zahranicni";62704;1;69863964;"20:40";"5.1.2015";"A150105_143458_zahranicni_ert";54465
"95336";95336;"zahranicni";62704;1;69863964;"20:40";"5.1.2015";"A150105_143458_zahranicni_ert";73269
"95342";95342;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";6791
"95343";95343;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";71316
"95344";95344;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";65667
"95345";95345;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";78781
"95346";95346;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";75650
"95347";95347;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";80921
"95348";95348;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";53900
"95349";95349;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";97188
"95350";95350;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";11177
"95351";95351;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";78718
"95352";95352;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";75822
"95353";95353;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";85747
"95354";95354;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";33042
"95355";95355;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";89294
"95356";95356;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";51172
"95357";95357;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";54854
"95358";95358;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";5090
"95359";95359;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";58442
"95360";95360;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";60246
"95361";95361;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";23993
"95362";95362;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";32711
"95363";95363;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";95435
"95364";95364;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";29538
"95365";95365;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";69531
"95366";95366;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";12804
"95367";95367;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";49208
"95368";95368;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";27361
"95369";95369;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";43455
"95370";95370;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";13259
"95371";95371;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";32349
"95372";95372;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";93532
"95373";95373;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";38434
"95374";95374;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";73368
"95375";95375;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95376";95376;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";46494
"95377";95377;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";69748
"95378";95378;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";52018
"95379";95379;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";76226
"95380";95380;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";23573
"95381";95381;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";48410
"95382";95382;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95383";95383;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";54465
"95384";95384;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";67187
"95385";95385;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";6253
"95386";95386;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";88199
"95387";95387;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";94691
"95388";95388;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";94228
"95389";95389;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";94384
"95390";95390;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";55174
"95391";95391;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";83402
"95392";95392;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";58722
"95393";95393;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";73269
"95394";95394;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";29592
"95395";95395;"zahranicni";98471;1;69863971;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";66196
"95397";95397;"zahranicni";5090;1;69863980;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";73269
"95398";95398;"zahranicni";41174;1;69863981;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95399";95399;"zahranicni";41174;1;69863981;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";69869
"95400";95400;"zahranicni";41174;1;69863981;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";54465
"95401";95401;"zahranicni";41174;1;69863981;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95402";95402;"zahranicni";41174;0;69863981;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95403";95403;"zahranicni";41174;1;69863981;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";64729
"95404";95404;"zahranicni";24572;0;69863982;"20:41";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95430";95430;"zahranicni";68401;0;69863991;"20:42";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95431";95431;"zahranicni";68401;1;69863991;"20:42";"5.1.2015";"A150105_143458_zahranicni_ert";19708
"95432";95432;"zahranicni";68401;1;69863991;"20:42";"5.1.2015";"A150105_143458_zahranicni_ert";69869
"95437";95437;"zahranicni";94691;0;69863993;"20:42";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95438";95438;"zahranicni";94691;1;69863993;"20:42";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95441";95441;"zahranicni";9232;1;69864000;"20:42";"5.1.2015";"A150105_143458_zahranicni_ert";64729
"95442";95442;"zahranicni";9232;1;69864000;"20:42";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95443";95443;"zahranicni";9232;1;69864000;"20:42";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95444";95444;"zahranicni";9232;1;69864000;"20:42";"5.1.2015";"A150105_143458_zahranicni_ert";98187
"95445";95445;"zahranicni";49489;1;69864006;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";39854
"95446";95446;"zahranicni";49489;1;69864006;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";32103
"95447";95447;"zahranicni";49489;0;69864006;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95448";95448;"zahranicni";96351;0;69864007;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";54426
"95452";95452;"zahranicni";19708;1;69864014;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";31508
"95453";95453;"zahranicni";19708;1;69864014;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95458";95458;"zahranicni";49793;0;69864019;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";19708
"95459";95459;"zahranicni";49793;1;69864019;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95460";95460;"zahranicni";49793;0;69864019;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95461";95461;"zahranicni";49793;0;69864019;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95462";95462;"zahranicni";19055;1;69864020;"20:43";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95463";95463;"zahranicni";96351;1;69864024;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95484";95484;"zahranicni";24572;1;69864029;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95485";95485;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";75822
"95486";95486;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";73269
"95487";95487;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";89294
"95488";95488;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95489";95489;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95490";95490;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95491";95491;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";68096
"95492";95492;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";64729
"95493";95493;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";76226
"95494";95494;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";97188
"95495";95495;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";37307
"95496";95496;"zahranicni";62704;0;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95497";95497;"zahranicni";62704;1;69864031;"20:44";"5.1.2015";"A150105_143458_zahranicni_ert";94091
"95498";95498;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";98471
"95499";95499;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";83402
"95500";95500;"zahranicni";51402;0;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95501";95501;"zahranicni";51402;0;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";19708
"95502";95502;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";73269
"95503";95503;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";63676
"95504";95504;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";94691
"95505";95505;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";37307
"95506";95506;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";76226
"95507";95507;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95508";95508;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";89294
"95509";95509;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";43455
"95510";95510;"zahranicni";51402;1;69864033;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95511";95511;"zahranicni";28485;1;69864036;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";76226
"95512";95512;"zahranicni";28485;1;69864036;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95513";95513;"zahranicni";28485;1;69864036;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95514";95514;"zahranicni";9191;1;69864037;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95515";95515;"zahranicni";9191;1;69864037;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";12804
"95516";95516;"zahranicni";9191;1;69864037;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95517";95517;"zahranicni";9191;1;69864037;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";25201
"95518";95518;"zahranicni";9191;1;69864037;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";71316
"95519";95519;"zahranicni";9191;1;69864037;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";97188
"95520";95520;"zahranicni";9191;0;69864037;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";19708
"95521";95521;"zahranicni";19055;1;69864038;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95522";95522;"zahranicni";19055;0;69864038;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95523";95523;"zahranicni";51402;1;69864041;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";89294
"95524";95524;"zahranicni";51402;1;69864041;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";41174
"95525";95525;"zahranicni";51402;0;69864041;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";54426
"95526";95526;"zahranicni";51402;0;69864041;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";39196
"95527";95527;"zahranicni";51402;1;69864041;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95528";95528;"zahranicni";51402;1;69864041;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95529";95529;"zahranicni";51402;0;69864041;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";21911
"95530";95530;"zahranicni";51402;1;69864041;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";94091
"95531";95531;"zahranicni";51402;0;69864041;"20:45";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95532";95532;"zahranicni";53148;1;69864043;"20:46";"5.1.2015";"A150105_143458_zahranicni_ert";37307
"95533";95533;"zahranicni";53148;1;69864043;"20:46";"5.1.2015";"A150105_143458_zahranicni_ert";94691
"95534";95534;"zahranicni";53148;1;69864043;"20:46";"5.1.2015";"A150105_143458_zahranicni_ert";76226
"95535";95535;"zahranicni";53148;1;69864043;"20:46";"5.1.2015";"A150105_143458_zahranicni_ert";73269
"95536";95536;"zahranicni";53148;1;69864043;"20:46";"5.1.2015";"A150105_143458_zahranicni_ert";97188
"95537";95537;"zahranicni";53148;1;69864043;"20:46";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95538";95538;"zahranicni";53148;1;69864043;"20:46";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95539";95539;"zahranicni";53148;1;69864043;"20:46";"5.1.2015";"A150105_143458_zahranicni_ert";83402
"95560";95560;"zahranicni";52743;1;69864062;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";32711
"95561";95561;"zahranicni";52743;1;69864062;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95562";95562;"zahranicni";52743;1;69864062;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";97188
"95563";95563;"zahranicni";52743;1;69864062;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95595";95595;"zahranicni";5509;1;69864076;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95603";95603;"zahranicni";94091;0;69864079;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";24572
"95604";95604;"zahranicni";94091;1;69864079;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95605";95605;"zahranicni";94091;1;69864079;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";97188
"95606";95606;"zahranicni";94091;0;69864079;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";5090
"95607";95607;"zahranicni";94091;0;69864079;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";68096
"95608";95608;"zahranicni";94091;0;69864079;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95609";95609;"zahranicni";24572;1;69864080;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";12426
"95610";95610;"zahranicni";24572;1;69864080;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";39196
"95611";95611;"zahranicni";24572;0;69864080;"20:47";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95612";95612;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";63676
"95613";95613;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95614";95614;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";12804
"95615";95615;"zahranicni";53148;0;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";89511
"95616";95616;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";9191
"95617";95617;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";54426
"95618";95618;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";97188
"95619";95619;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";13259
"95620";95620;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";94691
"95621";95621;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95622";95622;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95623";95623;"zahranicni";53148;1;69864081;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";76226
"95624";95624;"zahranicni";68401;1;69864082;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";24572
"95625";95625;"zahranicni";68401;1;69864082;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";21911
"95626";95626;"zahranicni";68401;1;69864082;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95627";95627;"zahranicni";68401;0;69864082;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95628";95628;"zahranicni";68401;0;69864082;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";76123
"95629";95629;"zahranicni";68401;1;69864082;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";39196
"95630";95630;"zahranicni";68401;0;69864082;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";94691
"95631";95631;"zahranicni";15583;1;69864085;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";94691
"95632";95632;"zahranicni";15583;1;69864085;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";12804
"95633";95633;"zahranicni";15583;1;69864085;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";76226
"95634";95634;"zahranicni";15583;1;69864085;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";9191
"95635";95635;"zahranicni";15583;1;69864085;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";61070
"95636";95636;"zahranicni";15583;1;69864085;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";32461
"95637";95637;"zahranicni";15583;1;69864085;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";97188
"95638";95638;"zahranicni";15583;1;69864085;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95652";95652;"zahranicni";63676;1;69864092;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";86106
"95653";95653;"zahranicni";63676;1;69864092;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";47697
"95654";95654;"zahranicni";63676;1;69864092;"20:48";"5.1.2015";"A150105_143458_zahranicni_ert";9191
